trip_id,distance_km,traffic_density,weather_impact,day_of_week,hour_of_day,actual_time_mins,timestamp,avg_speed_kmh
343,45.9,8,1.2,1,15,135.0,2026-05-13 14:51:57,20.4
344,99.08,8,2.0,3,7,210.12,2026-05-13 14:51:57,28.292404340376926
345,112.51,8,1.5,1,8,216.53,2026-05-13 14:51:57,31.17628042303607
346,62.33,10,1.9,0,12,176.94,2026-05-13 14:51:57,21.135978297728045
347,55.53,2,1.0,6,21,97.99,2026-05-13 14:51:57,34.001428717216044
348,67.2,9,1.6,2,21,159.14,2026-05-13 14:51:57,25.336181978132466
349,44.23,10,1.1,2,6,136.23,2026-05-13 14:51:57,19.480290684871175
350,67.01,2,1.0,4,5,115.04,2026-05-13 14:51:57,34.94958275382476
351,13.26,7,1.7,4,11,92.31,2026-05-13 14:51:57,8.61878453038674
352,88.28,6,1.6,0,7,168.81,2026-05-13 14:51:57,31.37728807535099
354,126.29,8,1.7,4,8,233.99,2026-05-13 14:51:57,32.38343518953801
355,95.51,2,1.9,1,8,165.16,2026-05-13 14:51:57,34.69726325986922
356,136.02,9,1.7,1,14,252.24,2026-05-13 14:51:57,32.354900095147485
357,50.41,4,1.5,2,12,113.34,2026-05-13 14:51:57,26.686077289571198
358,87.55,1,1.2,4,11,145.03,2026-05-13 14:51:57,36.22009239467696
359,27.68,8,1.6,5,18,110.14,2026-05-13 14:51:57,15.078990375885235
360,108.03,4,1.9,0,23,196.19,2026-05-13 14:51:57,33.038381161119325
361,19.45,9,1.8,5,12,104.67,2026-05-13 14:51:57,11.14932645457151
362,77.6,5,1.5,3,8,160.96,2026-05-13 14:51:57,28.926441351888663
363,102.08,4,1.9,5,11,173.29,2026-05-13 14:51:57,35.344220670552254
364,76.23,2,1.6,1,7,139.06,2026-05-13 14:51:57,32.89083848698404
365,64.13,10,1.9,4,15,163.07,2026-05-13 14:51:57,23.596001717054026
366,87.6,4,1.0,5,18,155.76,2026-05-13 14:51:57,33.7442218798151
367,40.43,9,1.6,0,0,125.47,2026-05-13 14:51:57,19.3337052681916
368,7.79,8,1.2,1,19,75.09,2026-05-13 14:51:57,6.224530563324011
369,23.09,2,1.4,3,19,60.45,2026-05-13 14:51:57,22.918114143920594
370,64.79,2,1.9,1,15,129.5,2026-05-13 14:51:57,30.018532818532822
371,132.17,1,1.9,0,20,196.73,2026-05-13 14:51:57,40.31006963859096
372,95.57,3,2.0,4,14,170.28,2026-05-13 14:51:57,33.67512332628611
373,49.96,5,1.9,5,21,135.89,2026-05-13 14:51:57,22.059018323644125
374,43.93,1,1.4,1,10,93.1,2026-05-13 14:51:57,28.311493018259938
375,63.35,10,1.4,1,18,159.39,2026-05-13 14:51:57,23.847167325428195
376,14.46,7,1.4,2,8,80.26,2026-05-13 14:51:57,10.809867929230002
377,15.71,4,1.0,2,11,57.66,2026-05-13 14:51:57,16.347554630593134
378,123.37,9,1.8,6,6,233.34,2026-05-13 14:51:57,31.72280791977372
379,36.51,10,1.5,1,10,126.23,2026-05-13 14:51:57,17.35403628297552
380,96.22,8,1.7,5,2,188.51,2026-05-13 14:51:57,30.625431011617422
381,33.89,10,1.6,3,10,134.58,2026-05-13 14:51:57,15.109228711547033
382,79.14,1,1.8,6,17,140.0,2026-05-13 14:51:57,33.917142857142856
383,91.81,6,1.3,1,21,171.81,2026-05-13 14:51:57,32.062161690239215
384,66.41,7,1.3,4,0,153.69,2026-05-13 14:51:57,25.926215108334958
385,70.01,6,1.3,1,0,138.14,2026-05-13 14:51:57,30.40828145359781
386,64.9,3,1.8,0,23,136.68,2026-05-13 14:51:57,28.48990342405619
387,98.19,9,1.3,0,12,200.09,2026-05-13 14:51:57,29.443750312359438
388,131.21,8,1.7,1,6,243.42,2026-05-13 14:51:57,32.34163174759675
389,73.52,10,1.5,5,17,170.02,2026-05-13 14:51:57,25.94518291965651
390,117.32,10,1.7,2,7,226.07,2026-05-13 14:51:57,31.137258371300923
391,82.53,9,1.8,2,9,180.78,2026-05-13 14:51:57,27.39130434782609
392,18.99,2,1.4,4,10,70.34,2026-05-13 14:51:57,16.198464600511798
393,109.81,4,1.8,5,19,183.9,2026-05-13 14:51:57,35.82707993474715
394,54.18,1,1.8,3,8,111.1,2026-05-13 14:51:57,29.260126012601262
395,101.62,8,1.6,0,8,204.33,2026-05-13 14:51:57,29.839964762883568
396,81.1,2,1.1,0,9,127.88,2026-05-13 14:51:57,38.051298091961215
397,99.0,6,1.6,2,3,192.68,2026-05-13 14:51:57,30.828316379489305
398,40.51,8,1.3,0,7,119.22,2026-05-13 14:51:57,20.38751887267237
399,95.54,9,1.0,6,5,182.18,2026-05-13 14:51:57,31.465583488857177
400,76.23,4,1.3,6,8,150.74,2026-05-13 14:51:57,30.34231126442882
401,40.89,9,1.6,0,12,131.88,2026-05-13 14:51:57,18.603275705186533
402,147.24,9,1.5,5,3,267.51,2026-05-13 14:51:57,33.024559829539086
403,12.24,6,1.1,2,22,74.45,2026-05-13 14:51:57,9.86433848220282
404,20.27,4,1.1,1,22,80.74,2026-05-13 14:51:57,15.063165717116672
405,24.75,7,1.3,3,1,102.27,2026-05-13 14:51:57,14.520387210325609
406,17.62,10,1.9,1,1,111.29,2026-05-13 14:51:57,9.499505795668973
407,134.74,6,1.3,2,6,224.74,2026-05-13 14:51:57,35.97223458218386
408,142.57,9,1.2,6,3,242.94,2026-05-13 14:51:57,35.21116325018522
409,97.84,3,1.2,0,22,168.76,2026-05-13 14:51:57,34.78549419293672
410,146.75,6,1.1,6,4,234.57,2026-05-13 14:51:57,37.53676940785267
411,129.95,1,1.3,3,8,181.54,2026-05-13 14:51:57,42.94921229481106
412,141.72,10,1.2,5,11,259.11,2026-05-13 14:51:57,32.81695032997568
413,52.45,2,1.2,3,5,111.83,2026-05-13 14:51:57,28.140928194581065
414,35.53,6,1.4,5,2,97.81,2026-05-13 14:51:57,21.79531745220325
415,10.43,7,1.8,0,20,94.71,2026-05-13 14:51:57,6.607538802660755
416,39.18,7,1.0,2,0,103.05,2026-05-13 14:51:57,22.812227074235807
417,89.09,6,1.2,0,12,172.91,2026-05-13 14:51:57,30.914348505002604
418,139.84,7,1.5,6,22,246.79,2026-05-13 14:51:57,33.99813606710159
419,36.97,8,2.0,5,12,134.39,2026-05-13 14:51:57,16.50569238782648
420,141.7,9,1.1,4,21,249.29,2026-05-13 14:51:57,34.10485779614104
421,121.66,7,1.3,4,7,222.35,2026-05-13 14:51:57,32.82932313919496
422,113.05,2,1.3,5,23,178.79,2026-05-13 14:51:57,37.93836344314559
423,30.0,8,1.2,5,5,116.37,2026-05-13 14:51:57,15.467904098994586
424,85.12,4,1.1,1,9,151.87,2026-05-13 14:51:57,33.62876144070587
425,125.23,2,1.3,2,16,197.7,2026-05-13 14:51:57,38.00606980273141
426,127.07,4,1.6,0,5,204.99,2026-05-13 14:51:57,37.19303380652715
427,102.26,3,1.8,6,4,177.97,2026-05-13 14:51:57,34.47547339439232
428,92.74,4,1.9,3,2,173.18,2026-05-13 14:51:57,32.13073103129691
429,75.83,7,1.4,1,15,160.99,2026-05-13 14:51:57,28.261382694577303
430,25.26,4,1.4,5,12,78.16,2026-05-13 14:51:57,19.39099283520983
431,43.1,7,1.6,6,17,130.73,2026-05-13 14:51:57,19.78122848619292
432,104.61,10,1.0,1,0,207.03,2026-05-13 14:51:57,30.317345312273584
433,78.79,3,1.1,1,10,141.72,2026-05-13 14:51:57,33.35732430143946
434,72.56,8,1.4,3,16,154.8,2026-05-13 14:51:57,28.124031007751938
435,14.93,2,1.7,6,14,60.47,2026-05-13 14:51:57,14.813957334215313
436,55.88,8,1.5,3,12,139.27,2026-05-13 14:51:57,24.07410066776764
437,13.02,3,1.8,4,5,59.33,2026-05-13 14:51:57,13.16703185572223
438,37.28,3,1.8,1,8,102.57,2026-05-13 14:51:57,21.807546066101203
439,33.59,8,1.6,0,8,127.09,2026-05-13 14:51:57,15.85805334802109
440,14.6,6,1.4,1,7,88.62,2026-05-13 14:51:57,9.88490182802979
441,148.67,9,1.7,1,16,261.73,2026-05-13 14:51:57,34.08168723493676
442,80.01,10,1.5,6,4,174.08,2026-05-13 14:51:57,27.576976102941178
443,18.0,9,1.2,0,13,105.75,2026-05-13 14:51:57,10.212765957446809
444,82.29,3,1.9,1,1,151.53,2026-05-13 14:51:57,32.583646802613345
445,119.56,6,1.0,0,12,192.59,2026-05-13 14:51:57,37.24803987745989
446,8.15,2,1.8,6,23,57.49,2026-05-13 14:51:57,8.50582710036528
447,134.57,1,1.5,0,16,208.14,2026-05-13 14:51:57,38.792159123666764
448,43.6,8,1.6,5,13,129.68,2026-05-13 14:51:57,20.172732880937694
449,52.64,8,1.1,6,11,140.05,2026-05-13 14:51:57,22.551945733666546
450,13.77,7,1.6,0,2,96.14,2026-05-13 14:51:57,8.593717495319325
451,98.29,2,1.1,5,5,146.85,2026-05-13 14:51:57,40.15934627170583
452,113.98,9,1.0,0,23,212.95,2026-05-13 14:51:57,32.11458088753229
453,42.1,7,1.5,1,21,113.36,2026-05-13 14:51:57,22.282992237120677
454,116.89,6,1.7,5,14,202.27,2026-05-13 14:51:57,34.67345627132051
455,66.66,1,1.1,6,1,117.37,2026-05-13 14:51:57,34.07685098406748
456,104.3,9,1.9,2,17,211.76,2026-05-13 14:51:57,29.55232338496411
457,40.06,2,1.6,0,10,101.82,2026-05-13 14:51:57,23.60636417206836
458,95.05,7,1.5,1,9,183.32,2026-05-13 14:51:57,31.10953523892647
459,69.88,9,1.2,3,8,151.53,2026-05-13 14:51:57,27.669768362700452
460,128.31,7,1.1,1,23,221.5,2026-05-13 14:51:57,34.756659142212186
461,17.28,6,1.0,5,1,71.01,2026-05-13 14:51:57,14.600760456273765
462,105.06,9,1.3,6,8,210.08,2026-05-13 14:51:57,30.005712109672505
463,84.87,8,1.0,2,8,171.48,2026-05-13 14:51:57,29.695591322603224
464,97.62,9,1.2,3,6,191.01,2026-05-13 14:51:57,30.664363122349616
465,25.77,7,1.2,0,1,97.53,2026-05-13 14:51:57,15.853583512765303
466,103.78,9,1.0,4,10,198.16,2026-05-13 14:51:57,31.423092450545013
467,86.4,2,1.7,3,10,141.95,2026-05-13 14:51:57,36.519901373723144
468,87.03,4,1.8,4,4,165.23,2026-05-13 14:51:57,31.603219754281913
469,50.95,2,1.5,6,17,97.79,2026-05-13 14:51:57,31.260865119132834
470,24.08,5,2.0,5,5,86.68,2026-05-13 14:51:57,16.668204891555142
471,49.14,7,1.2,2,3,124.02,2026-05-13 14:51:57,23.773584905660382
472,8.65,6,1.1,2,12,67.04,2026-05-13 14:51:57,7.741646778042958
473,12.24,4,1.0,5,2,59.86,2026-05-13 14:51:57,12.268626795857
474,49.17,1,1.5,3,10,93.21,2026-05-13 14:51:57,31.651110395880274
475,59.52,4,1.1,3,5,113.23,2026-05-13 14:51:57,31.53934469663517
476,64.86,9,1.2,6,8,164.32,2026-05-13 14:51:57,23.683057448880234
477,42.12,6,1.9,2,17,127.27,2026-05-13 14:51:57,19.85699693564862
478,147.09,1,1.3,6,23,214.64,2026-05-13 14:51:57,41.117219530376445
479,48.83,4,1.7,1,16,113.01,2026-05-13 14:51:57,25.925139368197502
480,142.28,4,1.6,3,17,229.39,2026-05-13 14:51:57,37.215222982693234
481,139.38,10,1.9,2,1,251.5,2026-05-13 14:51:57,33.25168986083499
482,7.34,4,1.5,6,15,67.82,2026-05-13 14:51:57,6.493659687407845
483,83.53,2,1.4,3,2,149.78,2026-05-13 14:51:57,33.46107624515957
484,19.37,5,1.9,2,21,85.3,2026-05-13 14:51:57,13.624853458382182
485,83.98,10,1.3,3,21,191.51,2026-05-13 14:51:57,26.31089760325832
486,123.63,10,1.3,1,2,224.33,2026-05-13 14:51:57,33.0664645834262
487,64.23,7,1.8,5,9,157.83,2026-05-13 14:51:57,24.417411138566813
488,55.5,6,1.2,5,16,126.68,2026-05-13 14:51:57,26.28670666245658
489,28.27,9,1.0,3,0,105.3,2026-05-13 14:51:57,16.10826210826211
490,130.03,4,1.1,0,14,200.7,2026-05-13 14:51:57,38.8729446935725
491,118.09,5,2.0,0,12,199.77,2026-05-13 14:51:57,35.46778795614957
492,144.28,9,1.9,3,8,269.3,2026-05-13 14:51:57,32.14556256962496
493,57.66,6,1.7,5,11,129.75,2026-05-13 14:51:57,26.6635838150289
494,80.81,1,1.9,5,20,141.97,2026-05-13 14:51:57,34.15228569416074
495,53.6,6,1.6,3,18,131.6,2026-05-13 14:51:57,24.437689969604865
496,59.35,6,1.7,6,5,134.57,2026-05-13 14:51:57,26.462064353124774
497,94.59,7,1.8,0,2,180.34,2026-05-13 14:51:57,31.47055561716757
498,95.65,1,1.3,2,23,147.22,2026-05-13 14:51:57,38.982475207172946
499,77.69,4,1.1,5,18,133.93,2026-05-13 14:51:57,34.80474874934667
500,6.09,1,1.4,0,18,47.43,2026-05-13 14:51:57,7.7039848197343455
501,34.24,5,1.4,3,6,106.35,2026-05-13 14:51:57,19.31734837799718
502,134.27,2,2.0,5,13,210.11,2026-05-13 14:51:57,38.34277283327781
503,71.92,6,1.2,5,6,150.21,2026-05-13 14:51:57,28.727781106450966
504,35.27,2,1.0,4,16,74.84,2026-05-13 14:51:57,28.27632282202031
505,23.79,2,1.7,4,3,82.51,2026-05-13 14:51:57,17.299721245909588
506,117.62,5,1.2,0,4,203.62,2026-05-13 14:51:57,34.658677929476475
507,36.42,8,1.4,1,13,112.66,2026-05-13 14:51:57,19.396413988993434
508,90.29,9,1.5,1,22,196.61,2026-05-13 14:51:57,27.554040994862927
509,139.79,7,1.6,6,22,232.26,2026-05-13 14:51:57,36.11211573236889
510,65.91,9,1.1,3,13,152.88,2026-05-13 14:51:57,25.86734693877551
511,92.42,7,1.4,5,2,189.36,2026-05-13 14:51:57,29.283903675538657
512,88.21,8,1.2,2,0,183.18,2026-05-13 14:51:57,28.89289223714379
513,96.22,5,1.8,1,6,179.61,2026-05-13 14:51:57,32.142976448972775
514,80.49,1,1.3,1,13,129.18,2026-05-13 14:51:57,37.38504412447747
515,13.05,10,1.2,6,1,90.34,2026-05-13 14:51:57,8.66725702900155
516,9.68,2,1.9,4,18,62.73,2026-05-13 14:51:57,9.258727881396462
517,61.69,1,1.6,5,18,113.07,2026-05-13 14:51:57,32.73547360042452
518,145.62,8,1.1,2,9,235.75,2026-05-13 14:51:57,37.06129374337222
519,114.95,6,1.9,0,15,216.75,2026-05-13 14:51:57,31.82006920415225
520,40.77,2,1.7,6,5,94.2,2026-05-13 14:51:57,25.96815286624204
521,108.28,5,1.7,0,15,202.91,2026-05-13 14:51:57,32.01813611946183
522,58.76,7,1.5,3,17,140.61,2026-05-13 14:51:57,25.073607851504157
523,116.28,3,1.5,1,14,195.49,2026-05-13 14:51:57,35.68878203488669
524,67.51,10,1.5,6,23,165.61,2026-05-13 14:51:57,24.458667954833643
525,84.78,9,1.7,0,9,194.5,2026-05-13 14:51:57,26.153213367609254
526,26.07,4,1.3,1,4,76.47,2026-05-13 14:51:57,20.455080423695566
527,144.11,7,1.1,1,4,237.42,2026-05-13 14:51:57,36.419004296183985
528,96.27,8,1.4,1,0,193.58,2026-05-13 14:51:57,29.838826325033573
529,54.16,3,1.4,6,0,106.33,2026-05-13 14:51:57,30.561459606884227
530,16.82,9,1.1,5,19,104.23,2026-05-13 14:51:57,9.682433080686941
531,35.97,1,1.2,5,20,84.97,2026-05-13 14:51:57,25.399552783335295
532,9.08,7,1.6,5,1,90.45,2026-05-13 14:51:57,6.023217247097844
533,55.62,4,1.7,5,16,125.35,2026-05-13 14:51:57,26.62305544475469
534,134.03,1,1.5,6,17,199.84,2026-05-13 14:51:57,40.24119295436349
535,39.37,3,1.1,4,23,85.61,2026-05-13 14:51:57,27.59257096133629
536,124.03,6,1.4,3,10,214.65,2026-05-13 14:51:57,34.669461914744936
537,28.25,8,1.4,5,23,106.51,2026-05-13 14:51:57,15.913998685569428
538,86.2,1,1.5,4,7,143.63,2026-05-13 14:51:57,36.009190280582054
539,89.89,4,1.3,3,20,153.96,2026-05-13 14:51:57,35.03117692907248
540,73.32,10,1.7,0,19,184.88,2026-05-13 14:51:57,23.794893985287754
541,103.71,10,1.8,4,23,225.99,2026-05-13 14:51:57,27.534846674631616
542,40.4,7,1.9,2,22,123.03,2026-05-13 14:51:57,19.702511582540843
543,149.56,8,1.5,4,9,254.21,2026-05-13 14:51:57,35.29994886117777
544,15.62,4,1.3,0,17,78.41,2026-05-13 14:51:57,11.952557071802065
545,99.61,3,1.1,1,1,165.44,2026-05-13 14:51:57,36.1254835589942
546,118.35,6,1.9,4,7,217.44,2026-05-13 14:51:57,32.657284768211916
547,73.01,5,1.8,3,21,147.9,2026-05-13 14:51:57,29.61866125760649
548,39.21,2,1.4,2,7,86.07,2026-05-13 14:51:57,27.33356570233531
549,111.54,3,1.4,4,7,181.73,2026-05-13 14:51:57,36.826060639410116
550,133.71,9,1.9,0,11,252.5,2026-05-13 14:51:57,31.772673267326738
551,48.67,6,1.6,3,0,117.13,2026-05-13 14:51:57,24.93127294459148
552,48.05,4,1.6,2,18,121.18,2026-05-13 14:51:57,23.79105462947681
553,54.07,5,1.1,3,14,124.33,2026-05-13 14:51:57,26.093460950695732
554,122.38,3,1.0,2,4,195.16,2026-05-13 14:51:57,37.624513219922115
555,142.46,10,1.6,3,4,263.65,2026-05-13 14:51:57,32.42025412478665
556,6.99,4,2.0,4,12,77.38,2026-05-13 14:51:57,5.4200051692943925
557,12.17,3,1.6,6,18,59.99,2026-05-13 14:51:57,12.17202867144524
558,94.82,3,1.8,0,19,160.08,2026-05-13 14:51:57,35.539730134932526
559,13.4,4,1.6,3,14,78.35,2026-05-13 14:51:57,10.261646458200385
560,15.66,8,1.2,1,15,96.65,2026-05-13 14:51:57,9.721676151060528
561,133.72,10,1.5,1,19,242.04,2026-05-13 14:51:57,33.148239960337136
562,42.4,1,1.2,6,10,76.54,2026-05-13 14:51:57,33.23752286386203
563,12.31,4,1.1,6,12,68.14,2026-05-13 14:51:57,10.839448194892869
564,21.1,5,1.9,1,23,97.18,2026-05-13 14:51:57,13.027371887219592
565,132.04,9,1.6,6,10,251.8,2026-05-13 14:51:57,31.463065925337563
566,77.22,4,1.6,0,12,142.5,2026-05-13 14:51:57,32.513684210526314
567,112.64,5,1.4,1,8,184.39,2026-05-13 14:51:57,36.65274689516785
568,94.91,7,1.3,5,16,187.98,2026-05-13 14:51:57,30.29364826045324
569,99.38,7,1.4,3,22,186.51,2026-05-13 14:51:57,31.970403731703396
570,85.1,1,1.3,5,8,138.72,2026-05-13 14:51:57,36.80795847750865
571,65.3,10,1.1,2,10,168.53,2026-05-13 14:51:57,23.248086394113805
572,145.46,7,1.1,3,14,230.89,2026-05-13 14:51:57,37.799818095196855
573,43.99,2,1.3,4,23,85.35,2026-05-13 14:51:57,30.92442882249561
574,30.04,4,1.3,3,5,96.21,2026-05-13 14:51:57,18.734019332709696
575,111.39,2,1.1,5,6,171.71,2026-05-13 14:51:57,38.92260206161551
576,98.93,8,1.7,2,1,189.93,2026-05-13 14:51:57,31.252566735112936
577,125.39,6,2.0,4,14,228.56,2026-05-13 14:51:57,32.9165208260413
578,22.38,9,1.4,6,16,109.15,2026-05-13 14:51:57,12.302336234539624
579,41.59,1,1.1,2,1,84.79,2026-05-13 14:51:57,29.430357353461496
580,111.32,6,2.0,3,5,211.38,2026-05-13 14:51:57,31.59806982685211
581,79.58,1,1.8,2,14,133.52,2026-05-13 14:51:57,35.76093469143199
582,121.24,3,1.4,5,18,192.86,2026-05-13 14:51:57,37.71855231774344
583,61.87,6,1.9,6,10,140.56,2026-05-13 14:51:57,26.410073989755265
584,70.68,2,1.8,2,17,125.6,2026-05-13 14:51:57,33.76433121019109
585,55.44,9,1.4,2,14,149.4,2026-05-13 14:51:57,22.26506024096385
586,51.04,3,1.7,2,1,110.88,2026-05-13 14:51:57,27.61904761904762
587,120.15,5,1.5,5,3,196.13,2026-05-13 14:51:57,36.75623311069189
588,132.56,1,1.6,5,23,198.71,2026-05-13 14:51:57,40.02616878868703
589,60.94,3,1.6,0,21,126.08,2026-05-13 14:51:57,29.000634517766496
590,80.05,2,1.8,6,20,150.32,2026-05-13 14:51:57,31.951836083022886
591,97.65,7,1.1,5,8,178.01,2026-05-13 14:51:57,32.91388124262682
592,134.9,4,1.3,2,13,221.52,2026-05-13 14:51:57,36.53846153846154
593,34.62,7,1.9,2,7,109.76,2026-05-13 14:51:57,18.924927113702623
594,110.26,5,1.0,6,8,186.22,2026-05-13 14:51:57,35.52572226398883
596,128.67,10,1.4,4,13,243.61,2026-05-13 14:51:57,31.690817289930624
597,39.37,8,1.1,4,9,122.96,2026-05-13 14:51:57,19.211125569290825
598,62.71,8,1.1,1,6,142.3,2026-05-13 14:51:57,26.441321152494726
599,79.63,6,1.2,1,12,164.16,2026-05-13 14:51:57,29.10453216374269
600,110.47,6,1.8,4,13,204.16,2026-05-13 14:51:57,32.4657131661442
601,5.81,2,1.3,5,7,51.29,2026-05-13 14:51:57,6.796646519789432
602,24.49,10,1.3,5,13,118.47,2026-05-13 14:51:57,12.403140035452013
603,42.32,1,1.0,5,11,75.96,2026-05-13 14:51:57,33.42812006319116
604,85.01,9,1.7,3,5,188.29,2026-05-13 14:51:57,27.08906474055978
605,141.74,2,1.9,5,4,209.98,2026-05-13 14:51:57,40.50100009524717
606,38.23,3,1.3,5,11,86.42,2026-05-13 14:51:57,26.542467021522793
607,79.88,8,1.9,0,21,172.66,2026-05-13 14:51:57,27.758600718174446
608,33.83,6,1.6,1,0,100.73,2026-05-13 14:51:57,20.15089844137794
609,142.67,4,1.6,2,23,219.9,2026-05-13 14:51:57,38.927694406548426
610,114.75,6,1.1,2,2,193.4,2026-05-13 14:51:57,35.59979317476732
611,41.06,9,1.8,3,21,142.26,2026-05-13 14:51:57,17.31758751581611
612,99.37,8,1.3,3,6,195.53,2026-05-13 14:51:57,30.492507543599448
613,37.69,6,1.5,2,9,112.24,2026-05-13 14:51:57,20.147897362794012
614,76.57,8,1.7,6,3,169.45,2026-05-13 14:51:57,27.112422543523163
615,33.04,9,1.4,3,7,126.25,2026-05-13 14:51:57,15.702178217821784
616,52.53,10,1.1,5,20,136.35,2026-05-13 14:51:57,23.115511551155116
617,118.76,8,1.5,6,3,213.24,2026-05-13 14:51:57,33.41586944288126
618,106.01,3,1.4,0,16,168.43,2026-05-13 14:51:57,37.764056284509884
619,97.37,9,1.5,4,3,198.64,2026-05-13 14:51:57,29.41099476439791
620,103.08,8,1.4,4,9,198.61,2026-05-13 14:51:57,31.14042596042495
621,142.83,6,1.1,6,9,228.86,2026-05-13 14:51:57,37.445599930088264
622,77.88,3,1.8,4,2,145.48,2026-05-13 14:51:57,32.11987902117129
623,53.55,5,1.0,6,10,121.42,2026-05-13 14:51:57,26.4618678965574
624,22.98,8,1.2,2,12,95.16,2026-05-13 14:51:57,14.489281210592688
625,148.91,5,1.6,3,4,245.23,2026-05-13 14:51:57,36.43355217550871
626,112.39,10,1.3,4,3,219.06,2026-05-13 14:51:57,30.78334702821145
627,8.29,1,1.4,1,22,37.27,2026-05-13 14:51:57,13.345854574724976
628,124.39,10,1.3,6,11,235.56,2026-05-13 14:51:57,31.683647478349464
629,147.49,9,1.5,3,5,254.33,2026-05-13 14:51:57,34.794951441041164
630,128.91,3,1.6,3,14,214.8,2026-05-13 14:51:57,36.00837988826815
631,108.86,10,1.3,6,11,211.34,2026-05-13 14:51:57,30.90564966404845
632,135.4,10,1.6,4,20,242.13,2026-05-13 14:51:57,33.55222401189444
633,134.49,1,1.9,3,16,212.06,2026-05-13 14:51:57,38.052437989248325
634,100.53,3,1.0,4,11,167.68,2026-05-13 14:51:57,35.97208969465649
635,140.68,9,1.5,1,5,257.73,2026-05-13 14:51:57,32.75055290420207
636,130.8,9,1.8,1,22,242.24,2026-05-13 14:51:57,32.39762219286658
637,144.74,2,1.7,1,23,225.53,2026-05-13 14:51:57,38.506628829867424
638,76.23,5,1.8,2,12,150.35,2026-05-13 14:51:57,30.421017625540408
639,113.81,2,1.7,1,15,192.59,2026-05-13 14:51:57,35.456669609013964
640,81.54,1,1.6,5,16,133.43,2026-05-13 14:51:57,36.66641684778536
641,59.95,10,1.8,3,0,163.1,2026-05-13 14:51:57,22.053954629061927
642,26.82,7,1.9,3,19,105.68,2026-05-13 14:51:57,15.227100681302044
643,148.0,10,1.7,4,2,259.49,2026-05-13 14:51:57,34.22097190643185
644,138.79,6,1.2,4,18,223.47,2026-05-13 14:51:57,37.2640622902403
645,94.88,2,1.0,3,8,159.07,2026-05-13 14:51:57,35.78801785377507
646,14.87,7,1.4,0,1,94.89,2026-05-13 14:51:57,9.402466013278532
647,123.86,9,1.1,0,13,233.75,2026-05-13 14:51:57,31.79294117647059
648,71.04,6,1.1,0,0,150.92,2026-05-13 14:51:57,28.24277763053274
649,139.52,2,1.1,1,3,212.09,2026-05-13 14:51:57,39.47003630534208
650,117.59,10,1.6,3,18,226.45,2026-05-13 14:51:57,31.156546699050566
651,39.53,2,1.9,4,20,99.26,2026-05-13 14:51:57,23.89482168043522
652,134.32,1,1.6,6,4,202.34,2026-05-13 14:51:57,39.829989127211626
653,56.95,3,1.2,2,7,107.3,2026-05-13 14:51:57,31.8452935694315
654,71.57,5,1.3,2,16,141.04,2026-05-13 14:51:57,30.446681792399318
655,29.24,3,1.3,2,9,83.95,2026-05-13 14:51:57,20.89815366289458
656,104.56,1,1.3,5,21,153.88,2026-05-13 14:51:57,40.76943072524045
657,85.32,2,1.6,1,20,155.28,2026-05-13 14:51:57,32.96754250386398
658,14.81,4,1.6,1,15,77.14,2026-05-13 14:51:57,11.519315530204823
659,43.46,10,1.9,2,23,139.61,2026-05-13 14:51:57,18.677745147195758
660,145.31,3,1.1,2,2,212.59,2026-05-13 14:51:57,41.011336375182275
661,20.69,5,1.5,0,21,78.03,2026-05-13 14:51:57,15.909265667051136
662,133.59,6,1.9,4,10,226.32,2026-05-13 14:51:57,35.41622481442206
663,82.25,8,1.2,5,3,164.51,2026-05-13 14:51:57,29.998176402650298
664,142.62,4,1.5,1,19,216.42,2026-05-13 14:51:57,39.53978375381204
665,70.23,1,1.4,1,12,124.47,2026-05-13 14:51:57,33.85394070860448
666,21.59,3,1.4,4,1,78.31,2026-05-13 14:51:57,16.541948665559953
667,55.61,8,1.5,6,3,138.97,2026-05-13 14:51:57,24.009498452903504
668,94.58,6,1.8,4,13,188.74,2026-05-13 14:51:57,30.06675850376179
669,70.6,2,1.0,2,2,124.76,2026-05-13 14:51:57,33.953190125040074
670,60.77,8,1.7,2,6,154.92,2026-05-13 14:51:57,23.536018590240126
671,69.54,9,1.0,6,23,149.42,2026-05-13 14:51:57,27.923972694418424
672,26.54,5,1.9,0,9,103.11,2026-05-13 14:51:57,15.443700901949375
673,18.32,3,1.7,0,23,66.85,2026-05-13 14:51:57,16.442782348541513
674,79.5,1,1.4,2,3,135.76,2026-05-13 14:51:57,35.13553329404832
675,35.92,9,1.8,6,15,138.99,2026-05-13 14:51:57,15.506151521692209
676,54.11,8,1.1,4,1,134.86,2026-05-13 14:51:57,24.07385436749221
677,43.46,5,1.1,4,3,101.74,2026-05-13 14:51:57,25.63003735010812
678,117.32,4,1.8,2,18,209.11,2026-05-13 14:51:57,33.66266558270766
679,21.49,6,1.7,3,23,95.23,2026-05-13 14:51:57,13.53985088732542
680,53.69,9,1.3,5,15,142.15,2026-05-13 14:51:57,22.661976785086175
681,57.2,10,1.6,2,14,158.42,2026-05-13 14:51:57,21.663931321802806
682,41.78,1,1.2,2,21,78.7,2026-05-13 14:51:57,31.852604828462514
683,57.71,6,1.0,5,11,124.38,2026-05-13 14:51:57,27.838880849011097
684,24.5,7,1.5,1,15,104.56,2026-05-13 14:51:57,14.058913542463657
